# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft/nt/ -f 0 -s 60 -o /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed
# Runtime:        05/06/2021 12:32:16
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft/nt
# Sequence gappiness threshold:60
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed-f0-seq60-site50
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed-f0-seq60-site50/aln-stats-f0-seq60-site50.tab
# ----------------
# 05.06.2021 | 12:32:16 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000000514-mafft-cds.fa	188	458	234.8244680851064	186	1	38	0	1	458	240	234	150	224	208.59333333333333	148	1	0	0	1	179	178
ENSMUSP00000000834-mafft-cds.fa	188	292	113.61702127659575	161	9	124	0	0	273	225	0	64	292	198.171875	64	0	0	14	0	142	94
ENSMUSP00000001027-mafft-cds.fa	188	1496	974.2340425531914	188	0	6	0	4	1496	1210	410	182	1086	908.4835164835165	182	0	0	0	4	1057	1053
ENSMUSP00000001284-mafft-cds.fa	188	45	27.090425531914892	57	14	0	1	0	18	0	18	188	27	26.00531914893617	57	14	0	1	0	1	0
ENSMUSP00000001339-mafft-cds.fa	188	285	215.8404255319149	188	0	9	0	6	285	278	59	179	226	195.64245810055866	179	0	1	0	5	226	224
ENSMUSP00000001724-mafft-cds.fa	188	697	590.281914893617	188	0	1	0	48	610	566	70	187	627	566.8930481283422	187	0	0	0	46	540	523
ENSMUSP00000003135-mafft-cds.fa	188	390	345.1595744680851	188	0	5	0	10	390	384	0	183	390	351.0601092896175	183	0	0	0	10	390	384
ENSMUSP00000003554-mafft-cds.fa	188	413	244.25	188	0	16	0	0	413	335	125	172	288	226.1627906976744	172	0	0	0	0	288	286
ENSMUSP00000003818-mafft-cds.fa	188	210	165.8244680851064	180	4	0	0	1	190	190	65	188	145	135.25531914893617	171	7	1	0	1	125	125
ENSMUSP00000004133-mafft-cds.fa	188	782	694.5106382978723	188	0	1	0	1	782	778	98	187	684	651.6256684491979	187	0	0	0	1	684	682
ENSMUSP00000004565-mafft-cds.fa	188	205	163.3031914893617	184	2	8	0	0	205	205	0	180	205	167.78333333333333	178	1	0	0	0	205	205
ENSMUSP00000004994-mafft-cds.fa	188	496	398.6010638297872	188	0	0	4	0	429	402	61	188	435	386.531914893617	188	0	0	4	0	368	368
ENSMUSP00000005470-mafft-cds.fa	188	425	331.1223404255319	188	0	2	0	0	425	421	33	186	392	321.68279569892474	186	0	1	0	0	362	360
ENSMUSP00000005817-mafft-cds.fa	186	310	191.9516129032258	175	5	42	0	0	310	299	52	144	258	217.90972222222223	142	1	10	1	0	258	256
ENSMUSP00000005820-mafft-cds.fa	188	373	223.1595744680851	183	2	58	0	0	373	352	23	130	350	275.8615384615385	130	0	0	1	0	340	338
ENSMUSP00000006037-mafft-cds.fa	188	1578	1307.2446808510638	188	0	0	6	37	1365	1235	159	188	1419	1270.813829787234	188	0	0	6	33	1206	1180
ENSMUSP00000006462-mafft-cds.fa	188	429	382.6595744680851	188	0	3	0	0	399	398	0	185	429	386.9081081081081	185	0	0	13	0	327	326
ENSMUSP00000006716-mafft-cds.fa	181	448	203.26519337016575	166	4	55	0	0	448	363	99	126	349	228.27777777777777	119	2	0	4	0	205	203
ENSMUSP00000006718-mafft-cds.fa	188	422	344.8670212765957	186	1	5	0	0	417	410	48	183	374	331.2841530054645	181	1	0	1	0	275	275
ENSMUSP00000006721-mafft-cds.fa	188	197	179.16489361702128	174	6	0	0	0	197	195	3	188	194	178.40425531914894	174	6	0	0	0	194	194
ENSMUSP00000007949-mafft-cds.fa	149	160	119.00671140939598	93	10	59	0	0	141	141	0	90	160	159.0888888888889	73	5	0	37	0	33	33
ENSMUSP00000008280-mafft-cds.fa	188	277	227.02659574468086	188	0	7	0	1	277	277	0	181	277	232.4972375690608	181	0	0	0	1	277	277
ENSMUSP00000009356-mafft-cds.fa	188	417	330.9255319148936	188	0	4	0	0	417	415	42	184	375	324.8369565217391	184	0	0	0	0	375	373
ENSMUSP00000010049-mafft-cds.fa	188	299	192.20744680851064	186	1	13	0	2	299	238	99	175	200	174.83428571428573	169	3	0	0	2	200	200
ENSMUSP00000010434-mafft-cds.fa	185	237	183.34054054054053	177	4	4	0	1	237	231	57	181	180	164.91712707182322	173	4	1	0	0	174	170
ENSMUSP00000013737-mafft-cds.fa	188	477	364.84574468085106	188	0	5	0	22	477	427	91	183	386	349.8524590163934	183	0	0	0	21	384	383
ENSMUSP00000013842-mafft-cds.fa	188	128	118.10106382978724	151	10	1	0	1	107	107	0	187	128	118.62566844919786	150	10	0	2	1	90	90
ENSMUSP00000014370-mafft-cds.fa	188	282	157.07978723404256	183	2	17	0	8	262	148	117	171	165	154.6140350877193	168	1	0	0	5	99	96
