# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft/nt/ -f 0 -s 0 -o /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed
# Runtime:        05/06/2021 12:11:08
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft/nt
# Sequence gappiness threshold:0
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed-f0-seq0-site50
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed-f0-seq0-site50/aln-stats-f0-seq0-site50.tab
# ----------------
# 05.06.2021 | 12:11:08 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000000514-mafft-cds.fa	188	458	234.8244680851064	186	1	188	0	1	458	240	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000000834-mafft-cds.fa	188	292	113.61702127659575	161	9	188	0	0	273	225	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000001027-mafft-cds.fa	188	1496	974.2340425531914	188	0	188	0	4	1496	1210	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000001284-mafft-cds.fa	188	45	27.090425531914892	57	14	187	1	0	18	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000001339-mafft-cds.fa	188	285	215.8404255319149	188	0	188	0	6	285	278	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000001724-mafft-cds.fa	188	697	590.281914893617	188	0	188	0	48	610	566	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000003135-mafft-cds.fa	188	390	345.1595744680851	188	0	188	0	10	390	384	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000003554-mafft-cds.fa	188	413	244.25	188	0	188	0	0	413	335	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000003818-mafft-cds.fa	188	210	165.8244680851064	180	4	118	0	1	190	190	0	70	210	210.0	70	0	0	44	0	0	0
ENSMUSP00000004133-mafft-cds.fa	188	782	694.5106382978723	188	0	188	0	1	782	778	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000004565-mafft-cds.fa	188	205	163.3031914893617	184	2	129	0	0	205	205	0	59	205	205.0	59	0	0	65	0	0	0
ENSMUSP00000004994-mafft-cds.fa	188	496	398.6010638297872	188	0	188	4	0	429	402	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000005470-mafft-cds.fa	188	425	331.1223404255319	188	0	188	0	0	425	421	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000005817-mafft-cds.fa	186	310	191.9516129032258	175	5	186	0	0	310	299	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000005820-mafft-cds.fa	188	373	223.1595744680851	183	2	188	0	0	373	352	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000006037-mafft-cds.fa	188	1578	1307.2446808510638	188	0	188	6	37	1365	1235	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
