# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f100/mafft//nt/ -f 100 -s 20 -o /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f100/mafft-trimmed
# Runtime:        05/07/2021 04:30:04
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f100/mafft/nt
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f100/mafft-trimmed-f100-seq20-site50
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f100/mafft-trimmed-f100-seq20-site50/aln-stats-f100-seq20-site50.tab
# ----------------
# 05.07.2021 | 04:30:04 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000000514-mafft-cds.fa	188	239	207.76063829787233	186	1	50	0	1	239	239	0	138	239	227.79710144927537	136	1	0	3	1	116	116
ENSMUSP00000000834-mafft-cds.fa	188	159	70.05319148936171	135	18	187	0	0	140	95	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000001027-mafft-cds.fa	188	1307	950.8510638297872	188	0	135	0	4	1307	1175	0	53	1307	1092.7358490566037	53	0	0	114	3	839	707
ENSMUSP00000001284-mafft-cds.fa	188	45	27.090425531914892	57	14	187	1	0	18	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000001339-mafft-cds.fa	188	285	215.8404255319149	188	0	82	0	6	285	278	8	106	277	244.78301886792454	106	0	0	7	4	170	167
ENSMUSP00000001724-mafft-cds.fa	188	697	590.281914893617	188	0	39	0	48	610	566	42	149	655	603.1006711409397	149	0	0	6	42	312	295
ENSMUSP00000003135-mafft-cds.fa	188	390	345.1595744680851	188	0	24	0	10	390	384	0	164	390	361.530487804878	164	0	0	2	8	299	293
ENSMUSP00000003554-mafft-cds.fa	188	365	238.02659574468086	188	0	150	0	0	365	335	0	38	365	315.7631578947368	38	0	0	98	0	102	72
ENSMUSP00000003818-mafft-cds.fa	188	210	165.8244680851064	180	4	103	0	1	190	190	0	85	210	206.8	85	0	0	20	0	25	25
ENSMUSP00000004133-mafft-cds.fa	188	782	694.5106382978723	188	0	20	0	1	782	778	5	168	777	713.1785714285714	168	0	0	27	1	418	416
ENSMUSP00000004565-mafft-cds.fa	188	205	163.3031914893617	184	2	64	0	0	205	205	0	124	205	187.0483870967742	122	1	0	0	0	176	176
ENSMUSP00000004994-mafft-cds.fa	188	479	398.54787234042556	188	0	58	4	0	412	402	14	130	465	419.5	130	0	0	23	0	280	280
ENSMUSP00000005470-mafft-cds.fa	188	425	331.1223404255319	188	0	86	0	0	425	421	4	102	421	370.421568627451	102	0	0	53	0	188	186
ENSMUSP00000005817-mafft-cds.fa	171	260	192.21052631578948	157	5	61	0	0	260	259	0	110	260	240.75454545454545	108	1	0	24	0	154	153
ENSMUSP00000005820-mafft-cds.fa	188	272	186.7712765957447	181	3	102	0	0	272	270	0	86	272	252.03488372093022	86	0	0	4	0	216	214
ENSMUSP00000006037-mafft-cds.fa	188	1578	1307.2446808510638	188	0	58	6	37	1365	1235	129	130	1449	1345.1461538461538	130	0	0	65	24	737	711
ENSMUSP00000006462-mafft-cds.fa	188	429	382.6595744680851	188	0	21	0	0	399	398	0	167	429	396.11976047904193	167	0	0	33	0	168	167
ENSMUSP00000006716-mafft-cds.fa	181	210	165.22651933701658	165	4	57	0	0	210	210	0	124	210	193.78225806451613	117	2	0	27	0	61	61
ENSMUSP00000006718-mafft-cds.fa	188	422	344.8670212765957	186	1	64	0	0	417	410	9	124	413	392.8306451612903	122	1	0	43	0	118	118
ENSMUSP00000006721-mafft-cds.fa	188	197	179.16489361702128	174	6	49	0	0	197	195	3	139	194	192.84892086330936	129	5	0	21	0	36	36
ENSMUSP00000007949-mafft-cds.fa	149	160	119.00671140939598	93	10	61	0	0	141	141	0	88	160	160.0	71	5	0	65	0	0	0
ENSMUSP00000008280-mafft-cds.fa	188	277	227.02659574468086	188	0	83	0	1	277	277	0	105	277	263.0571428571429	105	0	0	6	1	166	166
ENSMUSP00000009356-mafft-cds.fa	188	377	321.6223404255319	188	0	52	0	0	377	375	0	136	377	350.11764705882354	136	0	0	6	0	256	254
ENSMUSP00000010049-mafft-cds.fa	188	230	176.03191489361703	182	3	97	0	2	230	208	0	91	230	207.72527472527472	87	2	0	38	1	25	3
ENSMUSP00000010434-mafft-cds.fa	185	204	173.07567567567568	177	4	39	0	0	204	198	4	146	200	184.53424657534248	142	2	0	6	0	32	28
ENSMUSP00000013737-mafft-cds.fa	188	441	354.7925531914894	188	0	63	0	22	441	396	51	125	390	375.576	125	0	0	8	11	205	202
ENSMUSP00000013842-mafft-cds.fa	188	128	118.10106382978724	151	10	7	0	1	107	107	0	181	128	119.98895027624309	144	10	0	3	1	52	52
ENSMUSP00000014370-mafft-cds.fa	188	180	154.45744680851064	182	2	50	0	6	160	148	11	138	169	163.268115942029	138	0	0	6	5	42	38
ENSMUSP00000015124-mafft-cds.fa	188	161	132.8031914893617	177	5	114	0	1	139	138	0	74	161	158.13513513513513	74	0	0	14	0	30	29
ENSMUSP00000015460-mafft-cds.fa	186	349	191.50537634408602	178	4	186	0	0	349	243	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000016105-mafft-cds.fa	188	437	334.8829787234043	188	0	101	0	19	402	380	0	87	437	377.58620689655174	87	0	0	48	11	249	227
ENSMUSP00000016106-mafft-cds.fa	181	98	83.5524861878453	160	9	30	0	6	98	92	9	151	89	87.18543046357615	132	8	0	2	6	15	14
ENSMUSP00000016309-mafft-cds.fa	188	267	195.5531914893617	184	2	128	0	0	238	196	0	60	267	225.35	58	1	0	79	0	47	5
ENSMUSP00000016315-mafft-cds.fa	188	1076	879.1755319148937	188	0	67	0	2	1027	978	54	121	1022	948.6694214876034	121	0	0	14	0	608	604
ENSMUSP00000016323-mafft-cds.fa	188	442	384.8936170212766	188	0	42	0	0	442	439	0	146	442	404.40410958904107	146	0	0	5	0	284	281
ENSMUSP00000016638-mafft-cds.fa	188	311	242.64361702127658	186	1	75	0	0	311	276	45	113	266	260.5840707964602	111	1	0	18	0	40	37
ENSMUSP00000016668-mafft-cds.fa	187	155	114.66310160427807	179	4	86	0	9	155	155	0	101	155	142.4950495049505	99	1	0	4	3	63	63
ENSMUSP00000016672-mafft-cds.fa	188	338	252.2287234042553	188	0	113	1	0	312	308	0	75	338	308.7733333333333	75	0	0	47	0	120	116
ENSMUSP00000016673-mafft-cds.fa	184	138	91.5	156	12	128	0	0	138	136	0	56	138	135.625	50	3	0	41	0	3	1
ENSMUSP00000018337-mafft-cds.fa	188	499	386.8351063829787	184	2	128	0	0	499	442	0	60	499	437.23333333333335	60	0	0	121	0	172	115
ENSMUSP00000018561-mafft-cds.fa	188	1119	921.6489361702128	188	0	58	0	1	1094	1023	83	130	1036	974.2692307692307	130	0	0	9	0	681	681
ENSMUSP00000019861-mafft-cds.fa	188	860	749.6117021276596	188	0	35	0	1	819	795	30	153	830	789.4509803921569	153	0	0	49	1	392	389
ENSMUSP00000023918-mafft-cds.fa	188	555	546.1436170212766	186	1	1	16	11	319	317	0	187	555	547.3101604278074	185	1	0	18	11	282	280
ENSMUSP00000026879-mafft-cds.fa	188	229	204.89361702127658	186	1	36	0	0	197	197	0	152	229	217.11184210526315	150	1	0	24	0	102	102
ENSMUSP00000027032-mafft-cds.fa	187	269	246.63636363636363	183	2	45	0	0	269	266	0	142	269	264.6830985915493	138	2	0	10	0	37	34
ENSMUSP00000027040-mafft-cds.fa	188	1587	1400.0106382978724	188	0	37	14	8	1224	1169	61	151	1526	1471.76821192053	151	0	0	81	4	741	731
ENSMUSP00000027049-mafft-cds.fa	188	362	299.81382978723406	186	1	63	0	2	307	298	11	125	351	321.824	125	0	0	5	1	229	227
ENSMUSP00000027050-mafft-cds.fa	188	309	252.5531914893617	181	3	69	0	2	309	309	0	119	309	283.29411764705884	119	0	0	5	2	250	250
ENSMUSP00000027053-mafft-cds.fa	188	338	244.18085106382978	188	0	124	0	0	338	338	0	64	338	310.671875	64	0	0	70	0	127	127
ENSMUSP00000027056-mafft-cds.fa	188	1413	1130.0691489361702	188	0	73	5	1	1351	1289	80	115	1333	1207.3565217391304	115	0	0	38	1	975	973
ENSMUSP00000027061-mafft-cds.fa	167	158	125.80838323353294	164	1	49	0	0	158	148	9	118	149	146.15254237288136	115	1	0	9	0	10	8
ENSMUSP00000027062-mafft-cds.fa	132	182	121.28030303030303	130	1	63	6	0	135	131	0	69	182	177.0144927536232	67	1	0	26	0	10	6
ENSMUSP00000027071-mafft-cds.fa	187	243	201.01069518716577	187	0	49	0	1	243	243	0	138	243	219.63768115942028	138	0	0	7	1	84	84
ENSMUSP00000027083-mafft-cds.fa	188	551	449.15425531914894	188	0	60	0	2	551	507	46	128	505	473.4296875	128	0	0	15	1	253	249
