# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f200/mafft//nt/ -f 200 -s 20 -o /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f200/mafft-trimmed
# Runtime:        05/07/2021 16:34:19
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f200/mafft/nt
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f200/mafft-trimmed-f200-seq20-site50
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f200/mafft-trimmed-f200-seq20-site50/aln-stats-f200-seq20-site50.tab
# ----------------
# 05.07.2021 | 16:34:19 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000000514-mafft-cds.fa	182	47	46.917582417582416	107	20	0	1	0	0	0	0	182	47	46.917582417582416	107	20	0	1	0	0	0
ENSMUSP00000000834-mafft-cds.fa	188	126	69.87765957446808	133	19	93	0	0	107	95	0	95	126	113.32631578947368	80	7	0	7	0	17	5
ENSMUSP00000001027-mafft-cds.fa	188	422	374.93617021276594	188	0	33	0	2	422	410	16	155	406	387.14193548387095	155	0	0	3	2	327	327
ENSMUSP00000001284-mafft-cds.fa	188	43	27.079787234042552	57	14	187	1	0	16	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000001339-mafft-cds.fa	185	66	65.37297297297297	147	12	5	2	0	21	21	0	180	66	65.93333333333334	142	12	0	2	0	2	2
ENSMUSP00000001724-mafft-cds.fa	188	401	375.63829787234044	188	0	8	0	14	314	302	9	180	392	375.48333333333335	180	0	0	2	13	206	199
ENSMUSP00000003135-mafft-cds.fa	188	119	111.20744680851064	170	6	22	0	0	119	117	0	166	119	116.3012048192771	148	6	0	0	0	23	21
ENSMUSP00000003554-mafft-cds.fa	136	93	87.26470588235294	98	10	12	2	0	67	67	0	124	93	92.95967741935483	86	10	0	18	0	0	0
ENSMUSP00000003818-mafft-cds.fa	188	210	165.8244680851064	180	4	103	0	1	190	190	0	85	210	206.8	85	0	0	20	0	25	25
ENSMUSP00000004133-mafft-cds.fa	188	622	574.686170212766	186	1	9	0	1	622	616	11	179	611	582.391061452514	177	1	0	26	1	268	266
ENSMUSP00000004565-mafft-cds.fa	183	59	56.43715846994535	124	21	17	0	0	50	50	0	166	59	58.98192771084337	107	21	0	4	0	0	0
ENSMUSP00000004994-mafft-cds.fa	188	431	351.93617021276594	188	0	72	4	0	364	330	41	116	390	368.7586206896552	116	0	0	40	0	175	174
ENSMUSP00000006037-mafft-cds.fa	188	905	845.718085106383	188	0	12	6	10	685	660	13	176	892	855.1761363636364	176	0	0	9	10	417	401
ENSMUSP00000006462-mafft-cds.fa	188	314	291.5531914893617	184	2	9	0	0	284	284	0	179	314	297.0558659217877	175	2	0	31	0	53	53
ENSMUSP00000006718-mafft-cds.fa	188	378	330.00531914893617	186	1	48	0	0	378	378	0	140	378	368.23571428571427	138	1	0	36	0	168	168
ENSMUSP00000006721-mafft-cds.fa	185	48	47.94054054054054	76	26	0	4	0	0	0	0	185	48	47.94054054054054	76	26	0	4	0	0	0
ENSMUSP00000009356-mafft-cds.fa	188	181	173.09574468085106	186	1	15	0	0	181	181	0	173	181	180.40462427745663	171	1	0	7	0	7	7
ENSMUSP00000010434-mafft-cds.fa	180	131	123.41111111111111	155	10	5	0	0	97	91	4	175	127	122.66857142857143	150	10	0	1	0	25	21
ENSMUSP00000013842-mafft-cds.fa	188	128	118.10106382978724	151	10	7	0	1	107	107	0	181	128	119.98895027624309	144	10	0	3	1	52	52
ENSMUSP00000014370-mafft-cds.fa	188	108	101.80319148936171	171	5	7	0	1	87	84	4	181	104	102.00552486187846	164	5	0	3	0	26	25
ENSMUSP00000015124-mafft-cds.fa	188	118	115.81914893617021	164	11	12	0	1	96	96	0	176	118	117.95454545454545	152	11	0	11	1	1	1
ENSMUSP00000016105-mafft-cds.fa	188	255	220.20212765957447	182	3	30	0	9	220	201	18	158	237	227.67088607594937	152	3	0	18	9	73	70
ENSMUSP00000016309-mafft-cds.fa	188	101	93.83510638297872	154	11	14	0	0	72	67	5	174	96	93.89080459770115	139	12	0	11	0	6	4
ENSMUSP00000016315-mafft-cds.fa	188	302	293.1276595744681	186	1	10	0	1	253	250	4	178	298	295.46629213483146	176	1	0	8	1	32	31
ENSMUSP00000016323-mafft-cds.fa	188	297	263.0425531914894	186	1	29	0	0	297	294	0	159	297	274.2704402515723	157	1	0	5	0	199	196
ENSMUSP00000016638-mafft-cds.fa	184	75	51.91847826086956	114	19	183	3	0	27	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000016672-mafft-cds.fa	188	188	165.51063829787233	180	4	42	0	0	161	160	0	146	188	176.17123287671234	140	3	0	21	0	48	47
ENSMUSP00000018337-mafft-cds.fa	188	186	126.07446808510639	120	21	187	0	0	186	130	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000018561-mafft-cds.fa	188	397	357.218085106383	186	1	14	0	1	372	357	17	174	380	363.1609195402299	172	1	0	7	1	276	276
ENSMUSP00000019861-mafft-cds.fa	188	647	580.6276595744681	186	1	31	0	1	606	591	18	157	629	615.3248407643312	157	0	0	31	1	158	155
ENSMUSP00000023918-mafft-cds.fa	188	555	546.1436170212766	186	1	1	16	11	319	317	0	187	555	547.3101604278074	185	1	0	18	11	282	280
ENSMUSP00000026879-mafft-cds.fa	188	102	100.55851063829788	108	21	7	0	0	70	70	0	181	102	101.97790055248619	101	21	0	17	0	0	0
ENSMUSP00000027032-mafft-cds.fa	185	212	197.86486486486487	181	2	25	1	0	160	157	0	160	212	207.85	156	2	0	7	0	40	37
ENSMUSP00000027040-mafft-cds.fa	188	694	679.6702127659574	186	1	2	14	1	330	325	4	186	690	679.1612903225806	184	1	0	15	1	252	249
ENSMUSP00000027049-mafft-cds.fa	188	97	89.49468085106383	139	18	5	0	2	42	36	7	183	90	88.50273224043715	133	18	0	4	2	7	6
ENSMUSP00000027050-mafft-cds.fa	103	47	46.90291262135922	26	10	0	12	0	0	0	0	103	47	46.90291262135922	26	10	0	12	0	0	0
ENSMUSP00000027053-mafft-cds.fa	187	121	106.83422459893048	142	15	58	0	0	121	121	0	129	121	120.88372093023256	107	7	0	21	0	5	5
ENSMUSP00000027056-mafft-cds.fa	188	360	335.9148936170213	186	1	20	5	0	291	291	0	168	360	344.32738095238096	166	1	0	6	0	225	225
ENSMUSP00000027083-mafft-cds.fa	188	239	203.38297872340425	188	0	41	0	2	239	217	19	147	220	215.1904761904762	147	0	0	17	1	45	41
ENSMUSP00000027089-mafft-cds.fa	188	171	152.97340425531914	186	1	79	2	0	104	104	0	109	171	169.91743119266056	107	1	0	24	0	20	20
ENSMUSP00000027103-mafft-cds.fa	187	362	291.5080213903743	187	0	65	0	0	336	316	25	122	337	331.74590163934425	122	0	0	22	0	38	35
ENSMUSP00000027111-mafft-cds.fa	188	258	254.06382978723406	178	5	10	22	0	188	188	0	178	258	257.2303370786517	168	5	0	37	0	45	45
ENSMUSP00000027114-mafft-cds.fa	188	72	68.32978723404256	121	17	21	0	0	72	72	0	167	72	71.8622754491018	104	16	0	7	0	10	10
ENSMUSP00000027121-mafft-cds.fa	186	115	88.53763440860214	151	15	104	0	0	115	115	0	82	115	114.58536585365853	72	5	0	23	0	2	2
ENSMUSP00000027123-mafft-cds.fa	188	584	557.0372340425532	188	0	2	0	69	321	306	5	186	579	556.489247311828	186	0	0	0	69	268	256
ENSMUSP00000027125-mafft-cds.fa	187	34	33.973262032085564	76	19	0	0	0	1	1	0	187	34	33.973262032085564	76	19	0	0	0	1	1
ENSMUSP00000027127-mafft-cds.fa	188	909	886.0159574468086	188	0	1	15	4	651	645	0	187	909	886.9144385026738	187	0	0	15	4	651	645
ENSMUSP00000027128-mafft-cds.fa	188	226	215.62765957446808	184	2	12	0	1	226	226	0	176	226	219.45454545454547	172	2	0	3	1	113	113
ENSMUSP00000027131-mafft-cds.fa	188	662	636.4734042553191	184	2	4	7	1	400	387	20	184	642	631.1684782608696	180	2	0	11	0	256	254
ENSMUSP00000027139-mafft-cds.fa	188	345	314.5531914893617	188	0	12	0	6	203	180	25	176	320	316.4375	176	0	0	1	4	85	84
ENSMUSP00000027144-mafft-cds.fa	188	411	350.5159574468085	188	0	39	0	0	410	410	0	149	411	367.3959731543624	149	0	0	25	0	168	168
ENSMUSP00000027146-mafft-cds.fa	188	177	174.2712765957447	154	11	1	21	0	89	89	0	187	177	174.46524064171123	153	11	0	21	0	88	88
ENSMUSP00000027151-mafft-cds.fa	187	131	104.50802139037434	162	9	143	0	0	104	102	0	44	131	127.97727272727273	42	1	0	24	0	2	0
ENSMUSP00000027153-mafft-cds.fa	185	85	80.48108108108109	167	9	26	0	0	41	41	0	159	85	84.80503144654088	143	8	0	1	0	6	6
ENSMUSP00000027164-mafft-cds.fa	182	115	114.15934065934066	159	10	3	0	0	49	49	0	179	115	114.67039106145252	156	10	0	1	0	16	16
ENSMUSP00000027165-mafft-cds.fa	185	118	117.63783783783784	152	12	1	7	0	16	16	0	184	118	117.83152173913044	151	12	0	8	0	15	15
ENSMUSP00000027178-mafft-cds.fa	188	606	585.4840425531914	188	0	3	11	1	360	348	20	185	586	579.5135135135135	185	0	0	12	1	228	228
ENSMUSP00000027198-mafft-cds.fa	188	130	127.74468085106383	153	10	9	0	0	107	107	0	179	130	129.89944134078212	144	10	0	9	0	0	0
ENSMUSP00000027215-mafft-cds.fa	188	224	199.75531914893617	149	15	8	8	0	148	126	22	180	202	198.76111111111112	141	15	0	23	0	15	12
ENSMUSP00000027226-mafft-cds.fa	188	88	76.55319148936171	131	18	62	0	0	88	88	0	126	88	87.96825396825396	95	9	0	18	0	0	0
ENSMUSP00000027231-mafft-cds.fa	188	461	440.9414893617021	186	1	5	0	0	439	439	0	183	461	443.72131147540983	181	1	0	0	0	423	423
ENSMUSP00000027233-mafft-cds.fa	188	432	418.97340425531917	186	1	3	15	0	260	260	0	185	432	420.3081081081081	183	1	0	15	0	205	205
ENSMUSP00000027237-mafft-cds.fa	185	106	105.26486486486486	173	5	2	1	0	24	24	0	183	106	105.60655737704919	171	5	0	5	0	7	7
ENSMUSP00000027241-mafft-cds.fa	181	81	76.0828729281768	163	8	3	1	0	40	36	5	178	76	74.45505617977528	160	8	0	2	0	17	16
ENSMUSP00000027247-mafft-cds.fa	188	117	111.76063829787235	175	5	24	1	0	54	53	0	164	117	115.6890243902439	154	4	0	2	0	8	7
ENSMUSP00000027251-mafft-cds.fa	188	511	470.75531914893617	188	0	27	7	0	441	433	5	161	506	489.2173913043478	161	0	0	8	0	190	185
ENSMUSP00000027263-mafft-cds.fa	188	156	139.7872340425532	149	11	5	2	0	86	71	16	183	140	139.89071038251367	144	11	0	10	0	3	3
ENSMUSP00000027265-mafft-cds.fa	188	338	329.92021276595744	184	2	7	0	0	224	224	0	181	338	334.6685082872928	177	2	0	8	0	123	123
ENSMUSP00000027267-mafft-cds.fa	188	659	623.1648936170212	186	1	11	0	3	560	543	21	177	638	624.8644067796611	175	1	0	13	3	289	283
ENSMUSP00000027269-mafft-cds.fa	187	252	211.9144385026738	171	8	81	0	0	177	174	5	106	247	246.29245283018867	100	3	0	68	0	25	25
ENSMUSP00000027271-mafft-cds.fa	188	145	139.50531914893617	163	10	6	0	0	145	145	0	182	145	141.63736263736263	157	10	0	10	0	21	21
ENSMUSP00000027287-mafft-cds.fa	188	97	95.27127659574468	153	12	8	3	0	53	53	0	180	97	96.77222222222223	147	11	0	8	0	2	2
ENSMUSP00000027291-mafft-cds.fa	188	194	186.67021276595744	178	5	11	0	0	135	135	0	177	194	189.62146892655366	167	5	0	7	0	67	67
ENSMUSP00000027302-mafft-cds.fa	188	137	133.25531914893617	168	9	5	1	0	60	58	0	183	137	134.13661202185793	163	9	0	9	0	29	27
ENSMUSP00000027303-mafft-cds.fa	188	249	246.18617021276594	180	4	4	3	0	187	187	0	184	249	247.70108695652175	176	4	0	10	0	69	69
ENSMUSP00000027322-mafft-cds.fa	186	145	132.86021505376345	178	4	25	0	0	106	105	0	161	145	143.67701863354037	155	3	0	7	0	15	14
ENSMUSP00000027339-mafft-cds.fa	186	44	41.90860215053763	45	13	17	0	0	37	37	0	169	44	43.905325443786985	37	11	0	8	0	6	6
ENSMUSP00000027356-mafft-cds.fa	188	191	183.32978723404256	180	3	12	0	0	191	189	4	176	187	185.83522727272728	168	3	0	9	0	29	29
ENSMUSP00000027366-mafft-cds.fa	188	430	383.67021276595744	186	1	27	0	2	386	377	12	161	418	391.0869565217391	159	1	0	16	2	214	212
ENSMUSP00000027367-mafft-cds.fa	188	129	102.62765957446808	167	9	95	0	1	129	113	0	93	129	116.66666666666667	83	5	0	14	0	18	17
ENSMUSP00000027368-mafft-cds.fa	188	290	255.9468085106383	188	0	35	0	0	242	241	0	153	290	267.0980392156863	153	0	0	12	0	196	195
ENSMUSP00000027379-mafft-cds.fa	181	46	46.0	107	20	0	5	0	0	0	0	181	46	46.0	107	20	0	5	0	0	0
ENSMUSP00000027384-mafft-cds.fa	188	178	171.06382978723406	184	2	8	2	2	148	145	4	180	174	172.7111111111111	176	2	0	8	1	15	14
ENSMUSP00000027393-mafft-cds.fa	187	318	299.60427807486633	185	1	20	0	0	258	252	0	167	318	310.0059880239521	165	1	0	1	0	80	74
ENSMUSP00000027396-mafft-cds.fa	188	375	371.1010638297872	186	1	1	18	0	180	180	0	187	375	371.5882352941176	185	1	0	28	0	153	153
ENSMUSP00000027401-mafft-cds.fa	183	40	40.0	60	23	0	6	0	0	0	0	183	40	40.0	60	23	0	6	0	0	0
ENSMUSP00000027404-mafft-cds.fa	188	502	462.5744680851064	188	0	2	11	0	323	299	22	186	480	462.83870967741933	186	0	0	16	0	275	272
ENSMUSP00000027405-mafft-cds.fa	188	170	162.4627659574468	174	7	7	3	1	118	113	6	181	164	162.1878453038674	166	7	0	6	1	30	29
ENSMUSP00000027409-mafft-cds.fa	188	179	155.03191489361703	184	2	23	0	0	179	159	21	165	158	157.8969696969697	161	2	0	22	0	1	1
ENSMUSP00000027414-mafft-cds.fa	188	509	475.1489361702128	186	1	4	0	0	424	402	21	184	488	474.0597826086956	182	1	0	2	0	302	298
ENSMUSP00000027422-mafft-cds.fa	187	325	317.7165775401069	183	2	9	2	0	254	254	0	178	325	323.29213483146066	174	2	0	15	0	50	50
ENSMUSP00000027425-mafft-cds.fa	183	63	62.775956284153004	119	17	2	1	0	0	0	0	181	63	63.0	117	17	0	5	0	0	0
ENSMUSP00000027429-mafft-cds.fa	182	45	44.40659340659341	122	20	8	0	0	23	23	0	174	45	44.9080459770115	114	20	0	0	0	3	3
ENSMUSP00000027431-mafft-cds.fa	188	371	353.2340425531915	182	3	9	5	2	307	299	14	179	357	354.1731843575419	175	2	0	12	2	48	46
ENSMUSP00000027432-mafft-cds.fa	188	303	299.1436170212766	167	9	4	16	0	127	126	0	184	303	300.4945652173913	165	8	0	25	0	64	63
ENSMUSP00000027438-mafft-cds.fa	188	735	647.6223404255319	188	0	5	3	17	488	414	89	183	646	615.7322404371585	183	0	0	3	15	363	343
ENSMUSP00000027444-mafft-cds.fa	184	26	25.994565217391305	30	17	0	6	0	0	0	0	184	26	25.994565217391305	30	17	0	6	0	0	0
ENSMUSP00000027455-mafft-cds.fa	187	161	147.9144385026738	185	1	43	0	0	141	139	4	144	157	155.91666666666666	142	1	0	7	0	25	25
ENSMUSP00000027463-mafft-cds.fa	188	184	164.74468085106383	167	10	11	0	0	184	168	18	177	166	165.5141242937853	154	11	0	16	0	32	32
ENSMUSP00000027464-mafft-cds.fa	188	275	235.2712765957447	188	0	115	0	0	216	215	0	73	275	273.28767123287673	73	0	0	37	0	19	18
ENSMUSP00000027467-mafft-cds.fa	188	229	219.56382978723406	182	3	13	0	0	229	226	5	175	224	223.41714285714286	169	3	0	19	0	13	13
ENSMUSP00000027487-mafft-cds.fa	188	190	184.88297872340425	172	7	4	6	0	131	131	0	184	190	186.5054347826087	168	7	0	6	0	95	95
ENSMUSP00000027488-mafft-cds.fa	188	322	301.4308510638298	180	4	9	0	4	244	229	21	179	301	300.06145251396646	169	5	0	7	4	30	30
ENSMUSP00000027491-mafft-cds.fa	187	142	120.21390374331551	170	7	76	4	1	87	86	0	111	142	139.67567567567568	103	4	0	9	1	24	23
ENSMUSP00000027493-mafft-cds.fa	188	428	402.8031914893617	186	1	12	0	2	428	421	11	176	417	405.08522727272725	174	1	0	2	2	236	236
ENSMUSP00000027498-mafft-cds.fa	188	175	163.46808510638297	171	8	20	9	0	135	135	0	168	175	167.88095238095238	153	7	0	18	0	62	62
ENSMUSP00000027502-mafft-cds.fa	188	103	99.53191489361703	126	15	16	0	2	103	103	0	172	103	102.30813953488372	110	15	0	12	1	28	28
ENSMUSP00000027505-mafft-cds.fa	188	133	128.12234042553192	147	18	9	1	0	111	110	0	179	133	130.20670391061452	140	17	0	2	0	28	27
