# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft/nt/ -f 0 -c 0 -o /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed
# Runtime:        05/06/2021 13:36:38
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft/nt
# Sequence gappiness threshold:20
# Codon site gappiness threshold:0
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed-f0-seq20-site0
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed-f0-seq20-site0/aln-stats-f0-seq20-site0.tab
# ----------------
# 05.06.2021 | 13:36:38 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000000514-mafft-cds.fa	188	458	234.8244680851064	186	1	164	0	1	458	240	118	24	340	338.7916666666667	24	0	0	97	0	3	2
ENSMUSP00000000834-mafft-cds.fa	188	292	113.61702127659575	161	9	156	0	0	273	225	61	32	231	229.4375	32	0	0	73	0	3	2
ENSMUSP00000001027-mafft-cds.fa	188	1496	974.2340425531914	188	0	184	0	4	1496	1210	361	4	1135	1130.75	4	0	0	891	0	4	0
ENSMUSP00000001284-mafft-cds.fa	188	45	27.090425531914892	57	14	187	1	0	18	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000001339-mafft-cds.fa	188	285	215.8404255319149	188	0	82	0	6	285	278	225	106	60	59.971698113207545	81	8	0	5	0	1	1
ENSMUSP00000001724-mafft-cds.fa	188	697	590.281914893617	188	0	39	0	48	610	566	541	149	156	153.96644295302013	146	1	0	3	1	3	1
ENSMUSP00000003135-mafft-cds.fa	188	390	345.1595744680851	188	0	24	0	10	390	384	318	164	72	69.65243902439025	134	7	0	2	7	3	1
ENSMUSP00000003554-mafft-cds.fa	188	413	244.25	188	0	171	0	0	413	335	169	17	244	242.05882352941177	17	0	0	122	0	2	0
ENSMUSP00000003818-mafft-cds.fa	188	210	165.8244680851064	180	4	103	0	1	190	190	53	85	157	156.95294117647057	83	1	0	20	0	1	1
ENSMUSP00000004133-mafft-cds.fa	188	782	694.5106382978723	188	0	20	0	1	782	778	451	168	331	329.0059523809524	162	3	0	27	0	2	0
ENSMUSP00000004565-mafft-cds.fa	188	205	163.3031914893617	184	2	64	0	0	205	205	204	124	1	0.8225806451612904	1	2	22	0	0	1	1
ENSMUSP00000004994-mafft-cds.fa	188	496	398.6010638297872	188	0	83	4	0	429	402	318	105	178	178.0	101	2	0	40	0	0	0
ENSMUSP00000005470-mafft-cds.fa	188	425	331.1223404255319	188	0	86	0	0	425	421	222	102	203	201.9313725490196	95	3	0	50	0	2	1
ENSMUSP00000005817-mafft-cds.fa	186	310	191.9516129032258	175	5	134	0	0	310	299	59	52	251	248.98076923076923	52	0	0	84	0	2	0
ENSMUSP00000005820-mafft-cds.fa	188	373	223.1595744680851	183	2	124	0	0	373	352	270	64	103	102.859375	60	2	0	11	0	1	1
