sample	num alns	num gappy
>mm10	964	0
>Abeomelomys_sevia_KUM161018	952	0
>Crunomys_melanius_KU168558	956	0
>Leopoldomys_sabanus_Z25191	946	0
>Mus_musculoides_LSUMZ37820	950	0
>Paraleptomys_wilhelmina_H126-ABTC133716	959	0
>Pseudomys_patrius_JM10865	941	0
>Thallomys_paedulcus_FMNH158089	947	0
>rnor6	956	0
>Zyzomys_woodwardi_WAMM21724	924	0
>Zyzomys_pedunculatus_Z34925	953	0
>Zyzomys_palatalis_ABTC30744	940	0
>Zyzomys_maini_ABTC07900	946	0
>Zyzomys_argurus_ABTC61630	938	0
>Zelotomys_woosnami_TTU-M115260	948	0
>Xeromys_myoides_ABTC30709	957	0
>Xenuromys_barbatus_ABTC129204	960	0
>Waiomys_mamasae_Z20624	946	0
>Vandeleuria_oleracea_ABTC116404	938	0
>Uromys_sp-nov_YS380	956	0
>Uromys_caudimaculatus_DT10Uc01	956	0
>Thamnomys_venustus_LSUMZ37935	953	0
>Thamnomys_kempi_TCD4437	949	0
>Tateomys_rhinogradoides_Z21785	948	0
>Tateomys_macrocercus_Z21834	940	0
>Tarsomys_apoensis_KU167148	944	0
>Taeromys_taerae_LSUMZ39224	947	0
>Taeromys_punicans_MVZ225815	959	0
>Taeromys_hamatus_NMVZ63317	933	0
>Taeromys_celebensis_NMVZ20637	952	0
>Taeromys_callitrichus_LSUMZ37153	956	0
>Sundamys_muelleri_JAE1283	936	0
>Sundamys_annandalei_YS118	951	0
>Stochomys_longicaudatus_MNHN1999459	934	0
>Sommeromys_macrorhinos_Z21740	939	0
>Solomys_salebrosus_ABTC64864	951	0
>Saxatilomys_paulinae_ABTC116266	952	0
>Rhynchomys_isarogensis_JAE2195	940	0
>Rhabdomys_pumilio_MNHN1995065	942	0
>Rattus_xanthurus_LSUMZ39196	954	0
>Rattus_villosissimus_sample1	917	0
>Rattus_tunneyi_RAT130	926	0
>Rattus_praetor_sample1	892	0
>Rattus_morotaiensis_ASAM29	958	0
>Rattus_lutreolus_sample2	925	0
>Rattus_hoffmanni_LSUMZ39187	953	0
>Rattus_exulans_sample1	939	0
>Rattus_colletti_RAT25	941	0
>Rattus_argentiventer_LSUMZ38199	948	0
>Pseudomys_shortridgei_Z25113	951	0
>Pseudomys_oralis_RAT7	948	0
>Pseudomys_occidentalis_ABTC08043	940	0
>Pseudomys_novaehollandiae_ABTC08140	946	0
>Pseudomys_nanus_U1448	940	0
>Pseudomys_johnsoni_ABTC08053	946	0
>Pseudomys_higginsi_UC1421	953	0
>Pseudomys_hermannsburgensis_ABTC08067	943	0
>Pseudomys_gracilicaudatus_ABTC08163	944	0
>Pseudomys_fumeus_ABTC08168	940	0
>Pseudomys_desertor_ABTC41464	941	0
>Pseudomys_delicatulus_U1509	942	0
>Pseudomys_chapmani_WAMM29440	944	0
>Pseudomys_bolami_ABTC107389	946	0
>Pseudomys_australis_M25541	947	0
>Pseudomys_apodemoides_M16672	943	0
>Pseudomys_albocinereus_WAMM18855	945	0
>Pseudohydromys_pumehanae_ABTC43920	957	0
>Praomys_jacksoni_REC31	947	0
