# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f150/mafft//nt/ -f 150 -s 20 -o /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f150/mafft-trimmed
# Runtime:        05/07/2021 12:27:38
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f150/mafft/nt
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f150/mafft-trimmed-f150-seq20-site50
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f150/mafft-trimmed-f150-seq20-site50/aln-stats-f150-seq20-site50.tab
# ----------------
# 05.07.2021 | 12:27:38 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000000514-mafft-cds.fa	188	200	180.1755319148936	186	1	53	0	1	200	200	0	135	200	198.37777777777777	133	1	0	6	1	38	38
ENSMUSP00000000834-mafft-cds.fa	188	141	69.97340425531915	135	18	97	0	0	122	95	0	91	141	113.71428571428571	78	6	0	11	0	30	3
ENSMUSP00000001027-mafft-cds.fa	188	1115	858.2446808510638	188	0	103	0	3	1115	1029	0	85	1115	948.7058823529412	85	0	0	65	2	768	682
ENSMUSP00000001284-mafft-cds.fa	188	45	27.090425531914892	57	14	187	1	0	18	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000001339-mafft-cds.fa	188	152	139.0531914893617	184	2	26	0	1	152	152	0	162	152	150.09876543209876	158	2	0	5	1	63	63
ENSMUSP00000001724-mafft-cds.fa	188	645	566.3244680851063	188	0	28	0	38	558	530	22	160	623	574.94375	160	0	0	6	34	348	332
ENSMUSP00000003135-mafft-cds.fa	188	352	323.17021276595744	188	0	20	0	10	352	347	0	168	352	336.92261904761904	168	0	0	2	9	302	297
ENSMUSP00000003554-mafft-cds.fa	187	276	193.3101604278075	185	1	97	0	0	276	258	0	90	276	236.16666666666666	88	1	0	32	0	116	98
ENSMUSP00000003818-mafft-cds.fa	188	210	165.8244680851064	180	4	103	0	1	190	190	0	85	210	206.8	85	0	0	20	0	25	25
ENSMUSP00000004133-mafft-cds.fa	188	782	694.5106382978723	188	0	20	0	1	782	778	5	168	777	713.1785714285714	168	0	0	27	1	418	416
ENSMUSP00000004565-mafft-cds.fa	188	205	163.3031914893617	184	2	64	0	0	205	205	0	124	205	187.0483870967742	122	1	0	0	0	176	176
ENSMUSP00000004994-mafft-cds.fa	188	441	391.25	188	0	31	4	0	374	374	0	157	441	406.62420382165607	157	0	0	8	0	373	373
ENSMUSP00000005470-mafft-cds.fa	188	315	275.8989361702128	188	0	40	0	0	315	315	0	148	315	294.43918918918916	148	0	0	17	0	136	136
ENSMUSP00000005817-mafft-cds.fa	170	142	105.48235294117647	135	13	95	0	0	142	141	0	75	142	140.58666666666667	71	2	0	30	0	1	0
ENSMUSP00000005820-mafft-cds.fa	187	89	82.9572192513369	153	11	21	0	0	89	88	0	166	89	87.78915662650603	135	10	0	5	0	12	11
ENSMUSP00000006037-mafft-cds.fa	188	1502	1295.218085106383	188	0	33	6	35	1291	1211	74	155	1428	1317.032258064516	155	0	0	45	29	843	817
ENSMUSP00000006462-mafft-cds.fa	188	390	356.54787234042556	188	0	15	0	0	360	359	0	173	390	366.6300578034682	173	0	0	32	0	129	128
ENSMUSP00000006716-mafft-cds.fa	176	184	159.30113636363637	158	4	50	0	0	184	184	0	126	184	182.83333333333334	116	3	0	19	0	38	38
ENSMUSP00000006718-mafft-cds.fa	188	422	344.8670212765957	186	1	64	0	0	417	410	9	124	413	392.8306451612903	122	1	0	43	0	118	118
ENSMUSP00000006721-mafft-cds.fa	188	197	179.16489361702128	174	6	49	0	0	197	195	3	139	194	192.84892086330936	129	5	0	21	0	36	36
ENSMUSP00000007949-mafft-cds.fa	149	160	119.00671140939598	93	10	61	0	0	141	141	0	88	160	160.0	71	5	0	65	0	0	0
ENSMUSP00000008280-mafft-cds.fa	188	229	187.52659574468086	184	2	57	0	1	229	221	10	131	219	206.16030534351145	127	2	0	14	1	56	55
ENSMUSP00000009356-mafft-cds.fa	188	276	260.47872340425533	188	0	17	0	0	276	276	0	171	276	269.6666666666667	171	0	0	6	0	113	113
ENSMUSP00000010049-mafft-cds.fa	188	193	153.0904255319149	179	4	75	0	2	193	174	21	113	172	171.6637168141593	106	3	0	30	1	11	11
ENSMUSP00000010434-mafft-cds.fa	185	204	173.07567567567568	177	4	39	0	0	204	198	4	146	200	184.53424657534248	142	2	0	6	0	32	28
ENSMUSP00000013737-mafft-cds.fa	188	428	354.6914893617021	188	0	56	0	22	428	396	39	132	389	373.49242424242425	132	0	0	7	15	267	265
ENSMUSP00000013842-mafft-cds.fa	188	128	118.10106382978724	151	10	7	0	1	107	107	0	181	128	119.98895027624309	144	10	0	3	1	52	52
ENSMUSP00000014370-mafft-cds.fa	188	180	154.45744680851064	182	2	50	0	6	160	148	11	138	169	163.268115942029	138	0	0	6	5	42	38
ENSMUSP00000015124-mafft-cds.fa	188	118	115.81914893617021	164	11	12	0	1	96	96	0	176	118	117.95454545454545	152	11	0	11	1	1	1
ENSMUSP00000015460-mafft-cds.fa	176	100	95.92613636363636	153	8	4	2	0	33	31	4	172	96	94.38953488372093	149	8	0	5	0	13	13
ENSMUSP00000016105-mafft-cds.fa	188	382	315.22872340425533	188	0	53	0	19	347	319	28	135	354	335.837037037037	135	0	0	15	19	179	175
ENSMUSP00000016106-mafft-cds.fa	181	98	83.5524861878453	160	9	30	0	6	98	92	9	151	89	87.18543046357615	132	8	0	2	6	15	14
ENSMUSP00000016309-mafft-cds.fa	188	246	195.44148936170214	184	2	81	0	0	217	196	23	107	223	213.19626168224298	105	1	0	35	0	49	47
ENSMUSP00000016315-mafft-cds.fa	188	838	735.3670212765958	188	0	37	0	2	790	761	31	151	807	766.5033112582781	151	0	0	6	2	561	558
ENSMUSP00000016323-mafft-cds.fa	188	442	384.8936170212766	188	0	42	0	0	442	439	0	146	442	404.40410958904107	146	0	0	5	0	284	281
ENSMUSP00000016638-mafft-cds.fa	188	311	242.64361702127658	186	1	75	0	0	311	276	45	113	266	260.5840707964602	111	1	0	18	0	40	37
ENSMUSP00000016668-mafft-cds.fa	179	99	82.43016759776536	169	4	60	0	9	99	99	0	119	99	98.56302521008404	115	2	0	2	3	15	15
ENSMUSP00000016672-mafft-cds.fa	188	262	215.85106382978722	188	0	70	2	0	233	226	8	118	254	235.32203389830508	118	0	0	27	0	112	111
ENSMUSP00000016673-mafft-cds.fa	181	81	69.65745856353591	128	19	59	0	0	81	81	0	122	81	80.59016393442623	89	12	0	18	0	2	2
ENSMUSP00000018337-mafft-cds.fa	188	456	372.04787234042556	182	3	43	0	0	456	399	62	145	394	388.93793103448274	141	2	0	42	0	138	137
ENSMUSP00000018561-mafft-cds.fa	188	994	859.0585106382979	188	0	39	0	1	969	943	32	149	962	898.9731543624162	149	0	0	9	0	790	790
ENSMUSP00000019861-mafft-cds.fa	188	812	717.218085106383	188	0	32	0	1	771	747	30	156	782	753.1666666666666	156	0	0	33	1	361	358
ENSMUSP00000023918-mafft-cds.fa	188	555	546.1436170212766	186	1	1	16	11	319	317	0	187	555	547.3101604278074	185	1	0	18	11	282	280
ENSMUSP00000026879-mafft-cds.fa	188	229	204.89361702127658	186	1	36	0	0	197	197	0	152	229	217.11184210526315	150	1	0	24	0	102	102
ENSMUSP00000027032-mafft-cds.fa	187	269	246.63636363636363	183	2	45	0	0	269	266	0	142	269	264.6830985915493	138	2	0	10	0	37	34
ENSMUSP00000027040-mafft-cds.fa	188	1570	1386.063829787234	188	0	37	14	8	1207	1141	70	151	1500	1455.549668874172	151	0	0	81	4	716	707
ENSMUSP00000027049-mafft-cds.fa	188	323	271.6010638297872	186	1	42	0	2	269	260	11	146	312	284.6506849315069	146	0	0	4	1	191	189
ENSMUSP00000027050-mafft-cds.fa	188	292	236.64361702127658	181	3	52	0	2	292	281	15	136	277	253.97058823529412	134	1	0	7	0	154	154
ENSMUSP00000027053-mafft-cds.fa	188	255	205.73936170212767	184	2	97	0	0	255	242	0	91	255	229.3186813186813	91	0	0	67	0	54	41
ENSMUSP00000027056-mafft-cds.fa	188	1188	1027.75	188	0	40	5	1	1119	1104	16	148	1172	1075.5337837837837	148	0	0	11	1	1055	1054
ENSMUSP00000027061-mafft-cds.fa	146	78	77.8013698630137	120	10	0	6	0	8	8	0	146	78	77.8013698630137	120	10	0	6	0	8	8
ENSMUSP00000027062-mafft-cds.fa	132	182	121.28030303030303	130	1	63	6	0	135	131	0	69	182	177.0144927536232	67	1	0	26	0	10	6
ENSMUSP00000027071-mafft-cds.fa	187	203	183.70053475935828	185	1	53	0	1	203	203	0	134	203	202.66417910447763	132	1	0	8	1	6	6
ENSMUSP00000027083-mafft-cds.fa	188	523	441.7074468085106	188	0	48	0	2	523	482	42	140	481	461.49285714285713	140	0	0	9	1	337	333
ENSMUSP00000027089-mafft-cds.fa	188	174	152.98936170212767	186	1	79	2	0	107	104	3	109	171	169.42201834862385	107	1	0	24	0	20	19
ENSMUSP00000027103-mafft-cds.fa	188	631	522.1276595744681	188	0	68	0	1	631	610	25	120	606	572.1333333333333	120	0	0	10	0	332	328
ENSMUSP00000027111-mafft-cds.fa	188	613	559.5904255319149	188	0	29	22	0	542	542	0	159	613	583.9748427672956	159	0	0	32	0	458	458
ENSMUSP00000027114-mafft-cds.fa	188	269	175.44148936170214	174	6	108	0	6	269	264	0	80	269	258.8375	80	0	0	3	0	98	93
ENSMUSP00000027121-mafft-cds.fa	187	283	232.62032085561498	185	1	53	0	0	283	274	9	134	274	247.50746268656715	132	1	0	4	0	137	134
ENSMUSP00000027123-mafft-cds.fa	188	584	557.0372340425532	188	0	2	0	69	321	306	5	186	579	556.489247311828	186	0	0	0	69	268	256
ENSMUSP00000027125-mafft-cds.fa	188	145	106.58510638297872	175	6	112	0	9	115	106	0	76	145	135.44736842105263	73	1	0	14	4	26	17
ENSMUSP00000027127-mafft-cds.fa	188	1251	1179.968085106383	188	0	8	15	5	993	976	11	180	1240	1187.6666666666667	180	0	0	20	5	931	923
ENSMUSP00000027128-mafft-cds.fa	188	664	589.7925531914893	186	1	27	0	2	663	653	12	161	652	611.6832298136646	159	1	0	0	1	540	540
ENSMUSP00000027131-mafft-cds.fa	188	740	698.0159574468086	188	0	4	7	1	476	463	20	184	720	693.2010869565217	184	0	0	11	0	332	330
ENSMUSP00000027139-mafft-cds.fa	188	811	628.1382978723404	188	0	103	0	31	672	566	0	85	811	682.3882352941176	85	0	0	68	11	330	224
ENSMUSP00000027144-mafft-cds.fa	188	1208	1032.1755319148936	188	0	42	0	0	1208	1181	31	146	1177	1085.9383561643835	146	0	0	5	0	992	992
ENSMUSP00000027146-mafft-cds.fa	188	281	251.64361702127658	182	3	32	21	0	193	181	13	156	268	257.9294871794872	150	3	0	42	0	102	101
ENSMUSP00000027149-mafft-cds.fa	187	277	231.20320855614975	185	1	69	0	0	277	277	0	118	277	266.1949152542373	116	1	0	9	0	187	187
ENSMUSP00000027151-mafft-cds.fa	187	183	121.55080213903743	170	6	165	0	0	156	141	0	22	183	167.0	22	0	0	70	0	18	4
