# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i ../03-Alignments/exonerate-filter-tests/seq/mafft-nt/ -g 100 -o ../03-Alignments/exonerate-filter-tests/seq/filter
# Runtime:        03/20/2021 23:15:27
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-filter-tests/seq/mafft-nt
# Sequence gappiness threshold:100
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-filter-tests/seq/filter-seq100-site50
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-filter-tests/seq/filter-seq100-site50/aln-stats.tab
# ----------------
# 03.20.2021 | 23:15:27 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000039621-mafft-cds.fa	193	354	276.0673575129534	191	1	0	0	1	354	NA	55	193	299	258.4145077720207	191	1	NA	0	1	299	NA
ENSMUSP00000091532-mafft-cds.fa	193	972	842.860103626943	193	0	0	15	0	834	NA	51	193	921	828.098445595855	193	0	NA	15	0	783	NA
ENSMUSP00000093758-mafft-cds.fa	194	1135	1012.7989690721649	194	0	0	17	1	908	NA	67	194	1068	996.6030927835052	194	0	NA	17	1	841	NA
ENSMUSP00000155544-mafft-cds.fa	192	254	191.65104166666666	192	0	0	0	0	254	NA	58	192	196	171.875	192	0	NA	0	0	196	NA
ENSMUSP00000116756-mafft-cds.fa	192	267	209.140625	183	4	0	0	0	248	NA	25	192	242	206.16145833333334	183	4	NA	0	0	223	NA
ENSMUSP00000073691-mafft-cds.fa	194	754	491.97938144329896	194	0	0	0	1	754	NA	245	194	509	415.7628865979381	192	1	NA	0	1	509	NA
ENSMUSP00000081943-mafft-cds.fa	193	662	171.77720207253887	188	2	0	0	6	655	NA	479	193	183	159.27461139896374	186	3	NA	0	5	178	NA
ENSMUSP00000049280-mafft-cds.fa	194	454	397.95360824742266	194	0	0	1	5	344	NA	31	194	423	393.41237113402065	194	0	NA	1	5	313	NA
ENSMUSP00000043587-mafft-cds.fa	127	57	27.834645669291337	75	15	0	0	0	48	NA	30	127	27	26.46456692913386	67	14	NA	0	0	18	NA
ENSMUSP00000057858-mafft-cds.fa	179	253	229.7486033519553	168	5	0	1	0	226	NA	0	179	253	229.7486033519553	168	5	NA	1	0	226	NA
ENSMUSP00000101714-mafft-cds.fa	194	1593	1277.5567010309278	194	0	0	36	2	1419	NA	224	194	1369	1235.9742268041236	194	0	NA	36	0	1196	NA
ENSMUSP00000057312-mafft-cds.fa	192	148	96.52083333333333	131	12	0	5	11	100	NA	97	192	51	50.901041666666664	84	21	NA	5	2	3	NA
