# HyPhy output parser
# PYTHON VERSION: 3.9.4
# Script call:    /home/gt156213e/bin/hyphy-interface/hyphy_to_csv.py -i full-coding-busted-pared/ -m busted -o full-coding-busted-pared.csv
# Runtime:        02/09/2022 09:04:04
# ----------------
# IO OPTIONS
# Input directory:       full-coding-busted-pared/
# Hyphy model:           busted
# Output file:           full-coding-busted-pared.csv
# ----------------
# 02.09.2022 | 09:04:04 Begin parsing Hyphy output...
file,lrt,pval
ENSMUSP00000013737-mafft-cds.filter.json,36.88059790331317,4.902864891853653e-09
ENSMUSP00000027050-mafft-cds.filter.json,9.760124326067853,0.003798270894604827
ENSMUSP00000026879-mafft-cds.filter.json,7.220785366373093,0.01352061307387598
ENSMUSP00000005470-mafft-cds.filter.json,4.229778988614271,0.06032331048062889
ENSMUSP00000016673-mafft-cds.filter.json,2.795591194947519,0.1235705812343637
ENSMUSP00000016672-mafft-cds.filter.json,2.576291992958431,0.1378908047218849
ENSMUSP00000004565-mafft-cds.filter.json,0.2732569911331666,0.4361471135552311
ENSMUSP00000016638-mafft-cds.filter.json,-0.1144633129133581,0.5
ENSMUSP00000027053-mafft-cds.filter.json,10.1504442063806,0.003124849103941729
ENSMUSP00000010049-mafft-cds.filter.json,0,0.5
ENSMUSP00000015124-mafft-cds.filter.json,0.8224817729410461,0.3314136231175194
ENSMUSP00000005817-mafft-cds.filter.json,0,0.5
ENSMUSP00000016105-mafft-cds.filter.json,1.6435767276962,0.2198223531564794
ENSMUSP00000027061-mafft-cds.filter.json,0.6396966736765535,0.3631295877350335
ENSMUSP00000027149-mafft-cds.filter.json,0.1891811153236631,0.4548726732397584
ENSMUSP00000016309-mafft-cds.filter.json,8.487923611080078,0.007175312343792872
ENSMUSP00000014370-mafft-cds.filter.json,0.7224102899344871,0.3484180156911473
ENSMUSP00000016106-mafft-cds.filter.json,0.7709316732916704,0.340066865582327
ENSMUSP00000015460-mafft-cds.filter.json,0.002587916836091608,0.4993534391925562
ENSMUSP00000018561-mafft-cds.filter.json,44.02906498999073,1.374611535709391e-10
ENSMUSP00000000514-mafft-cds.filter.json,0.2326202336189453,0.4450995573858809
ENSMUSP00000016323-mafft-cds.filter.json,3.839967344454635,0.07330467793534479
ENSMUSP00000027146-mafft-cds.filter.json,36.7339071436636,5.275983372410309e-09
ENSMUSP00000027151-mafft-cds.filter.json,0.01845790705738182,0.4954067512768287
ENSMUSP00000000834-mafft-cds.filter.json,6.34538663814692,0.02094531051196247
ENSMUSP00000006721-mafft-cds.filter.json,0.1099811917929401,0.4732470244184381
ENSMUSP00000027111-mafft-cds.filter.json,0.02730482329934603,0.4932201799283655
ENSMUSP00000027131-mafft-cds.filter.json,25.15752853695449,1.722194085451711e-06
ENSMUSP00000001027-mafft-cds.filter.json,268.7036005721529,0
ENSMUSP00000006718-mafft-cds.filter.json,31.22219738365675,8.301488796380596e-08
ENSMUSP00000027144-mafft-cds.filter.json,27.4251006171362,5.542236733990791e-07
ENSMUSP00000006037-mafft-cds.filter.json,269.3791876334435,0
ENSMUSP00000027114-mafft-cds.filter.json,0.08018015315701632,0.48035144921132
ENSMUSP00000005820-mafft-cds.filter.json,1.96654853126438,0.1870421201065401
ENSMUSP00000027121-mafft-cds.filter.json,12.21753524549422,0.001111644528076106
